Vtrue_ktas,AMprs_inHG,AMtmp_degC,curnt___lb,alpha__deg
257.21558,14.95322,-19.00066,38347.34766,0.83888
256.95901,14.95321,-19.00072,38346.8125,0.84716
256.70642,14.95319,-19.00076,38346.27734,0.8552
256.45486,14.95317,-19.00082,38345.74609,0.86313
256.20523,14.95315,-19.00087,38345.20703,0.87138
255.95827,14.95314,-19.00092,38344.67188,0.88036
255.71277,14.95311,-19.00099,38344.13672,0.88872
255.46815,14.95308,-19.00108,38343.60547,0.8962
255.2252,14.95305,-19.00119,38343.07031,0.90348
254.9838,14.95301,-19.00131,38342.53516,0.91075
254.74464,14.95297,-19.00142,38342,0.91824
254.50905,14.95294,-19.00153,38341.46484,0.9258
254.27541,14.95291,-19.00162,38340.92969,0.93344
254.04269,14.95288,-19.0017,38340.39844,0.94127
253.81348,14.95285,-19.00178,38339.86328,0.9489
253.58524,14.95283,-19.00184,38339.32812,0.95661
253.36011,14.95281,-19.0019,38338.79297,0.96411
253.13739,14.95279,-19.00196,38338.25781,0.97163
252.91524,14.95277,-19.00202,38337.72266,0.97917
252.69507,14.95275,-19.00207,38337.1875,0.98654
252.47566,14.95274,-19.00213,38336.65625,0.99386
252.2587,14.95272,-19.00218,38336.12109,1.00115
252.04495,14.9527,-19.00223,38335.58594,1.00834
251.83154,14.95269,-19.00228,38335.05469,1.01557
251.62048,14.95267,-19.00233,38334.51953,1.02266
251.41185,14.95265,-19.00238,38333.98438,1.02982
251.2036,14.95264,-19.00243,38333.44922,1.03682
250.99773,14.95262,-19.00248,38332.91797,1.04389
250.79469,14.95261,-19.00252,38332.37891,1.05093
250.59256,14.95259,-19.00257,38331.84766,1.05778
250.39102,14.95257,-19.00262,38331.3125,1.06459
250.19157,14.95256,-19.00266,38330.77734,1.07151
249.99377,14.95255,-19.00271,38330.23828,1.07825
249.79778,14.95253,-19.00275,38329.71094,1.08506
249.60344,14.95252,-19.00279,38329.17578,1.09179
249.41197,14.9525,-19.00283,38328.63672,1.09865
249.22176,14.95249,-19.00287,38328.10156,1.10511
208.47014,13.85903,-22.33992,38245.47266,2.85251
209.20494,13.85805,-22.34295,38245.07422,2.89689
209.99013,13.85791,-22.3434,38244.25391,2.94276
210.79201,13.8583,-22.34217,38243.4375,2.97611
211.60211,13.85898,-22.34007,38242.61719,2.99116
212.39142,13.85972,-22.33779,38241.80078,2.98583
213.1722,13.8604,-22.33571,38240.98047,2.96271
213.92021,13.86092,-22.33411,38240.16406,2.92638
214.65834,13.86127,-22.33303,38239.34375,2.88099
215.3701,13.86145,-22.33247,38238.52734,2.8317
216.06772,13.86151,-22.33229,38237.71094,2.78139
216.76379,13.86148,-22.33238,38236.89062,2.73197
217.45381,13.8614,-22.33261,38236.07422,2.68593
218.1301,13.86131,-22.33288,38235.25391,2.64348
218.80508,13.86124,-22.33312,38234.43359,2.60462
219.48331,13.86119,-22.33327,38233.61328,2.5678
220.15413,13.86117,-22.33333,38232.77734,2.5338
220.81792,13.86118,-22.33329,38231.96094,2.50097
221.47833,13.86122,-22.33318,38231.13672,2.47082
222.13498,13.86128,-22.333,38230.31641,2.4389
222.78737,13.86135,-22.33278,38229.5,2.40729
223.43872,13.86143,-22.33253,38228.67578,2.37604
224.08141,13.86151,-22.33228,38227.86328,2.34523
224.71646,13.86159,-22.33203,38227.03906,2.31484
225.35359,13.86167,-22.33178,38226.21875,2.28395
225.97969,13.86175,-22.33154,38225.40234,2.25395
226.60451,13.86183,-22.33131,38224.58203,2.22403
227.21829,13.8619,-22.33108,38223.76172,2.19494
227.83206,13.86197,-22.33085,38222.94531,2.16587
228.44193,13.86205,-22.33061,38222.12109,2.13818
229.04428,13.86212,-22.33038,38221.30859,2.10977
229.63747,13.8622,-22.33015,38220.48438,2.08254
230.23016,13.86228,-22.32992,38219.66797,2.05555
230.81258,13.86235,-22.32968,38218.84375,2.02923
231.39105,13.86243,-22.32945,38218.02344,2.00337
231.96361,13.8625,-22.32921,38217.20312,1.97741
232.52859,13.86258,-22.32897,38216.38672,1.95303
233.09009,13.86266,-22.32874,38215.5625,1.92823
233.64998,13.86274,-22.3285,38214.74219,1.90374
234.20235,13.86281,-22.32826,38213.92188,1.88007
234.75591,13.86289,-22.32803,38213.10547,1.85562
235.30202,13.86296,-22.32779,38212.28906,1.83262
235.84407,13.86304,-22.32756,38211.45703,1.81002
236.37927,13.86311,-22.32733,38210.63672,1.78717
236.90504,13.86319,-22.32711,38209.82031,1.76527
237.42853,13.86326,-22.32689,38208.99609,1.74263
237.95103,13.86333,-22.32667,38208.17578,1.72179
238.46654,13.8634,-22.32645,38207.35156,1.6999
238.97501,13.86347,-22.32624,38206.53125,1.67938
239.48494,13.86354,-22.32602,38205.70703,1.65792
239.98875,13.86361,-22.32581,38204.89062,1.6381
240.48817,13.86368,-22.3256,38204.07031,1.61657
240.97865,13.86374,-22.3254,38203.25391,1.59825
241.46254,13.86381,-22.3252,38202.42969,1.57952
241.94341,13.86387,-22.325,38201.61328,1.55986
242.41811,13.86394,-22.32479,38200.79297,1.54119
242.89488,13.864,-22.32459,38199.97656,1.52318
243.36676,13.86406,-22.3244,38199.16016,1.50388
243.82854,13.86413,-22.32421,38198.33594,1.48637
244.29356,13.86419,-22.32402,38197.51562,1.46848
244.7471,13.86425,-22.32383,38196.69531,1.45076
245.20161,13.86431,-22.32364,38195.87891,1.43358
245.65013,13.86437,-22.32347,38195.07422,1.41689
246.09081,13.86443,-22.32328,38194.25,1.4
246.52696,13.86448,-22.32311,38193.42578,1.38383
246.96025,13.86454,-22.32293,38193.01172,1.36797
247.39336,13.8646,-22.32276,38192.1875,1.3515
247.81874,13.86465,-22.32259,38191.36328,1.33568
248.23885,13.86471,-22.32242,38190.54688,1.32061
248.65858,13.86476,-22.32225,38189.72266,1.30422
249.07222,13.86481,-22.32209,38188.92188,1.28971
249.48094,13.86487,-22.32192,38188.10156,1.27534
249.88928,13.86492,-22.32176,38187.27734,1.26024
250.29022,13.86497,-22.3216,38186.45703,1.24614
250.68697,13.86502,-22.32145,38185.63672,1.23121
251.07986,13.86507,-22.32129,38184.81641,1.2174
251.47285,13.86512,-22.32114,38183.99609,1.20374
251.85957,13.86517,-22.32099,38183.17188,1.18976
252.24199,13.86522,-22.32084,38182.34766,1.17625
252.61957,13.86526,-22.3207,38181.53125,1.16298
252.99449,13.86531,-22.32056,38180.71094,1.15039
253.36856,13.86536,-22.32041,38179.90625,1.13702
253.73627,13.8654,-22.32027,38179.08594,1.12413
254.09801,13.86545,-22.32014,38178.28516,1.11171
254.46284,13.86549,-22.32,38177.46484,1.09939
254.81912,13.86553,-22.31987,38176.64453,1.08708
255.172,13.86558,-22.31973,38175.82031,1.07556
255.52113,13.86562,-22.3196,38175,1.06299
255.86784,13.86566,-22.31947,38174.17969,1.0514
256.20135,13.8657,-22.31934,38173.35156,1.04117
256.28693,13.86575,-22.3192,38172.63281,1.03925
256.32648,13.86585,-22.31888,38171.97266,1.03949
256.37427,13.86606,-22.31825,38171.30469,1.04556
256.42487,13.86634,-22.31738,38170.625,1.05319
256.47589,13.86665,-22.31641,38169.95703,1.05934
256.51376,13.86696,-22.31545,38169.29297,1.06363
256.54047,13.86725,-22.31457,38168.63281,1.0655
256.56384,13.86749,-22.31382,38167.98047,1.06474
256.5856,13.8677,-22.31319,38167.32812,1.06372
256.60382,13.86786,-22.31268,38166.6875,1.06172
256.61917,13.86799,-22.31227,38166.03906,1.05978
256.63367,13.8681,-22.31195,38165.375,1.05788
256.6485,13.86819,-22.31168,38164.71484,1.05571
256.66135,13.86826,-22.31146,38164.06641,1.05459
256.67276,13.86832,-22.31127,38163.40625,1.05402
256.68542,13.86838,-22.31108,38162.75391,1.05258
256.69516,13.86843,-22.31091,38162.09766,1.05211
256.49594,13.86849,-22.31075,38161.53516,1.0618
256.22058,13.86858,-22.31046,38161.02734,1.07003
255.95131,13.86877,-22.30989,38160.51172,1.08534
255.68785,13.86903,-22.30908,38160.01953,1.10341
255.42117,13.86933,-22.30814,38159.49219,1.12104
255.14815,13.86964,-22.3072,38159,1.1357
254.86488,13.86992,-22.30632,38158.50391,1.14851
254.58054,13.87018,-22.30554,38158.00781,1.15995
254.2973,13.87039,-22.3049,38157.50781,1.16977
254.01236,13.87056,-22.30437,38157.01172,1.17941
253.74164,13.87069,-22.30397,38156.52344,1.18693
253.45903,13.87079,-22.30364,38156.02734,1.1957
253.23587,13.87191,-22.30021,38155.78125,1.208
253.22902,13.87191,-22.3002,38155.78125,1.20713
253.05751,13.87196,-22.30005,38155.53516,1.22098
252.77429,13.87199,-22.29995,38155.03125,1.22746
252.48534,13.87196,-22.30003,38154.52734,1.23332
252.19824,13.8719,-22.30024,38154.03125,1.23815
251.91252,13.87181,-22.30049,38153.53516,1.2452
251.62973,13.87173,-22.30074,38153.03516,1.25271
251.35051,13.87167,-22.30095,38152.53516,1.26235
251.07553,13.87162,-22.3011,38152.03906,1.27281
250.80229,13.87158,-22.3012,38151.53906,1.28344
250.53241,13.87157,-22.30126,38151.04297,1.29341
250.2635,13.87156,-22.30128,38150.55469,1.30432
249.99962,13.87156,-22.30129,38150.05078,1.31445
249.73729,13.87156,-22.30129,38149.55078,1.32494
249.478,13.87156,-22.30129,38149.04688,1.3354
249.21873,13.87155,-22.3013,38148.54688,1.34425
248.95995,13.87155,-22.30131,38148.04688,1.35406
248.70303,13.87154,-22.30134,38147.55078,1.36316
248.44771,13.87153,-22.30137,38147.05469,1.37286
248.19362,13.87152,-22.3014,38146.55859,1.38257
247.94221,13.87151,-22.30144,38146.05859,1.39162
247.69322,13.87149,-22.30148,38145.5625,1.40121
247.44687,13.87148,-22.30152,38145.0625,1.41011
247.20279,13.87147,-22.30156,38144.57031,1.41989
246.96112,13.87145,-22.30161,38144.07031,1.42833
246.71959,13.87144,-22.30165,38143.57031,1.43795
246.47853,13.87143,-22.30169,38143.07031,1.44641
246.23955,13.87141,-22.30173,38142.57422,1.45574
246.00232,13.8714,-22.30176,38142.07812,1.46472
245.77197,13.87139,-22.3018,38141.56641,1.47393
245.53894,13.87138,-22.30184,38141.07031,1.48333
245.30794,13.87136,-22.30188,38140.57422,1.49171
245.07834,13.87135,-22.30192,38140.07422,1.50041
244.84975,13.87134,-22.30196,38139.57812,1.50931
244.62256,13.87132,-22.302,38139.08203,1.51826
244.39763,13.87131,-22.30204,38138.58203,1.52679
244.1743,13.8713,-22.30207,38138.08984,1.53572
243.95241,13.87129,-22.30211,38137.59375,1.54466
243.73273,13.87128,-22.30215,38137.09375,1.55257
243.51546,13.87126,-22.30219,38136.59375,1.56167
243.29929,13.87125,-22.30223,38136.09375,1.57054
243.0831,13.87124,-22.30227,38135.59766,1.57844
242.86841,13.87123,-22.30231,38135.10547,1.58713
242.65594,13.87121,-22.30234,38134.60547,1.59568
242.44521,13.8712,-22.30238,38134.10547,1.6042
242.23622,13.87119,-22.30242,38133.60938,1.61255
242.0274,13.87118,-22.30245,38133.11328,1.62089
241.82433,13.87117,-22.30249,38132.61719,1.6289
241.619,13.87115,-22.30253,38132.11719,1.63713
241.41695,13.87114,-22.30256,38131.62109,1.64546
241.21707,13.87113,-22.3026,38131.125,1.65315
241.01691,13.87112,-22.30264,38130.625,1.66149
240.86932,13.87155,-22.30132,38130.125,1.67819
240.79158,13.87155,-22.30131,38130.125,1.67455
240.67699,13.87155,-22.30132,38129.61719,1.68142
240.47983,13.87152,-22.30138,38129.11328,1.68915
240.28004,13.87148,-22.30152,38128.62109,1.69455
240.08141,13.87142,-22.30171,38128.125,1.70081
239.88547,13.87135,-22.30191,38127.625,1.70783
239.69234,13.87129,-22.30211,38127.13281,1.71416
239.50095,13.87123,-22.30229,38126.63281,1.72155
239.30736,13.87118,-22.30244,38126.14062,1.72946
238.82794,13.87115,-22.30255,38125.76953,1.7621
238.10457,13.87118,-22.30245,38125.47656,1.78381
237.39282,13.8714,-22.30177,38125.1875,1.82646
236.69557,13.8718,-22.30054,38124.89844,1.87651
236.00706,13.87231,-22.29895,38124.60547,1.92612
235.32071,13.87286,-22.29725,38124.31641,1.9716
234.63422,13.87339,-22.29563,38124.02734,2.01276
233.94324,13.87385,-22.2942,38123.74219,2.04763
233.26053,13.87423,-22.29304,38123.44922,2.07909
232.5742,13.87453,-22.29212,38123.16016,2.10861
231.87834,13.87476,-22.29141,38122.86719,2.13728
231.17931,13.87493,-22.29088,38122.57812,2.16651
230.48416,13.87506,-22.29048,38122.29297,2.19604
229.79085,13.87516,-22.29016,38122,2.22642
229.09666,13.87525,-22.28989,38121.71094,2.25806
228.40622,13.87533,-22.28965,38121.42578,2.29072
227.71756,13.87541,-22.28941,38121.13672,2.32439
227.03261,13.87548,-22.28918,38120.84766,2.35793
226.35159,13.87556,-22.28895,38120.55859,2.39264
225.67235,13.87563,-22.28872,38120.26562,2.42737
224.9958,13.8757,-22.2885,38119.97656,2.46222
224.32214,13.87577,-22.28829,38119.6875,2.49713
223.65218,13.87583,-22.2881,38119.40234,2.53227
222.98352,13.87589,-22.28793,38119.11328,2.56713
222.31503,13.87594,-22.28777,38118.82422,2.60219
221.6508,13.87598,-22.28763,38118.53516,2.63764
220.99565,13.87603,-22.2875,38118.24219,2.67289
220.33328,13.87606,-22.28738,38117.95312,2.7081
219.67441,13.8761,-22.28728,38117.66406,2.74449
219.01756,13.87613,-22.28717,38117.375,2.78105
218.36333,13.87616,-22.28708,38117.08203,2.81736
217.72041,13.87619,-22.28699,38116.93359,2.85341
217.06824,13.87622,-22.28691,38116.64453,2.89022
216.42883,13.87624,-22.28683,38116.35547,2.92648
215.78377,13.87627,-22.28676,38116.06641,2.96416
215.13985,13.87629,-22.28669,38115.77734,3.00164
214.49687,13.87631,-22.28662,38115.49219,3.0395
213.85716,13.87634,-22.28655,38115.19922,3.07735
213.21877,13.87636,-22.28648,38114.91406,3.11571
212.58299,13.87638,-22.28642,38114.62109,3.15388
211.94943,13.8764,-22.28635,38114.33594,3.19246
211.31799,13.87642,-22.28629,38114.04297,3.23136
210.68816,13.87643,-22.28624,38113.75391,3.27014
210.05934,13.87645,-22.28619,38113.46875,3.3098
209.43288,13.87647,-22.28613,38113.17969,3.34917
208.8091,13.87649,-22.28608,38112.89062,3.38889
208.18741,13.87651,-22.28602,38112.60156,3.42879
207.56609,13.87652,-22.28596,38112.3125,3.46896
206.94853,13.87654,-22.28591,38112.02344,3.50938
206.32999,13.87656,-22.28586,38111.73438,3.55014
205.71294,13.87658,-22.2858,38111.44922,3.59148
205.09854,13.87659,-22.28575,38111.16406,3.63221
204.48776,13.87661,-22.28569,38110.87109,3.67354
203.87967,13.87663,-22.28563,38110.58203,3.71542
203.26912,13.87665,-22.28558,38110.29297,3.75727
202.66074,13.87667,-22.28552,38110.00391,3.79955
202.05495,13.87668,-22.28547,38109.71484,3.84199
201.45264,13.8767,-22.28541,38109.42969,3.88491
200.84778,13.87672,-22.28535,38109.14062,3.92791
200.24431,13.87674,-22.2853,38108.85156,3.97108
199.64249,13.87676,-22.28523,38108.56641,4.01517
267.27701,16.26112,-15.10154,37884.33203,0.24939
267.31314,16.25964,-15.1059,37884.33203,0.2535
267.5784,16.25979,-15.10544,37883.85938,0.20792
268.0108,16.26007,-15.10461,37882.93359,0.20402
268.43216,16.26038,-15.10372,37882.00781,0.19549
268.84943,16.2607,-15.10277,37881.08594,0.18733
269.2619,16.26103,-15.10181,37880.16406,0.17946
269.66617,16.26134,-15.10088,37879.23828,0.17118
270.06564,16.26162,-15.10005,37878.30469,0.16196
270.45514,16.26187,-15.09931,37877.37109,0.15219
270.84283,16.26209,-15.09868,37876.42969,0.14174
271.22339,16.26227,-15.09814,37875.5,0.13139
271.59698,16.26243,-15.09768,37874.56641,0.12092
271.96573,16.26257,-15.09727,37873.63672,0.11104
272.32947,16.26269,-15.0969,37872.70312,0.10124
272.68741,16.26281,-15.09655,37871.76562,0.09212
273.03839,16.26292,-15.09622,37870.82422,0.08326
273.38617,16.26303,-15.0959,37869.88672,0.07492
273.72812,16.26314,-15.09559,37868.94141,0.0666
274.06927,16.26324,-15.09529,37868.00781,0.05857
274.40176,16.26334,-15.095,37867.07422,0.05042
274.73099,16.26343,-15.09474,37866.13672,0.04237
275.05469,16.26351,-15.09449,37865.21484,0.0348
275.37866,16.26359,-15.09425,37864.29297,0.02684
275.69537,16.26367,-15.09403,37863.36719,0.01928
276.01019,16.26374,-15.09382,37862.42969,0.01152
276.31769,16.26381,-15.09362,37861.49219,0.00431
276.62015,16.26387,-15.09343,37860.55859,-0.00306
276.92059,16.26393,-15.09325,37859.62109,-0.01016
277.20975,16.26399,-15.09307,37858.68359,-0.01705
277.49911,16.26405,-15.0929,37857.76172,-0.02386
277.78082,16.2641,-15.09274,37856.81641,-0.03044
278.05786,16.26416,-15.09258,37855.87891,-0.03702
278.32901,16.26422,-15.09242,37854.9375,-0.04313
278.59848,16.26427,-15.09226,37854.01172,-0.04965
278.86047,16.26432,-15.09211,37853.07422,-0.05547
278.7894,16.26436,-15.09199,37852.28516,-0.03814
278.53107,16.26439,-15.0919,37851.63281,-0.04793
278.29129,16.26456,-15.0914,37850.98828,-0.04248
278.06354,16.2649,-15.09039,37850.33203,-0.02941
277.84634,16.26537,-15.08902,37849.68359,-0.01369
277.63467,16.26589,-15.08749,37849.03906,0.0012
277.42328,16.26639,-15.08602,37848.37891,0.01272
277.20941,16.26683,-15.08473,37847.72266,0.02107
276.71002,16.26716,-15.08375,37847.19531,0.04223
276.10675,16.2674,-15.08304,37846.73047,0.04462
275.51935,16.26767,-15.08226,37846.27344,0.05591
274.9379,16.268,-15.08127,37845.81641,0.07267
274.37067,16.26839,-15.08011,37845.34766,0.09192
273.80582,16.26882,-15.07887,37844.89062,0.11143
273.23926,16.26923,-15.07766,37844.43359,0.12983
272.68063,16.26959,-15.07659,37843.97656,0.14612
272.12299,16.2699,-15.07568,37843.51953,0.16112
271.56903,16.27015,-15.07495,37843.05078,0.17405
271.01501,16.27034,-15.0744,37842.60547,0.18638
270.45767,16.27048,-15.07397,37842.16016,0.19882
269.90863,16.27059,-15.07365,37841.70703,0.21108
269.366,16.27068,-15.07339,37841.25391,0.22384
268.82397,16.27075,-15.07317,37840.78125,0.23694
268.28311,16.27083,-15.07296,37840.31641,0.25103
267.74857,16.27089,-15.07277,37839.87109,0.26515
267.22147,16.27095,-15.07258,37839.40625,0.2792
266.69638,16.27101,-15.07241,37838.94141,0.29342
266.17508,16.27106,-15.07225,37838.47656,0.3076
265.66425,16.27111,-15.07211,37838.00391,0.32154
265.15192,16.27115,-15.072,37837.55469,0.33541
264.64035,16.27118,-15.07191,37837.10938,0.34919
264.13547,16.27121,-15.07184,37836.66016,0.36295
263.63898,16.27122,-15.07179,37836.21484,0.37622
263.14349,16.27123,-15.07176,37835.98047,0.39007
262.65485,16.27124,-15.07174,37835.52344,0.40349
262.17166,16.27124,-15.07173,37835.07031,0.41715
261.69037,16.27124,-15.07173,37834.61328,0.4305
261.21567,16.27124,-15.07174,37834.16016,0.44393
260.74173,16.27124,-15.07175,37833.69141,0.45729
260.27036,16.27123,-15.07177,37833.23438,0.47088
259.80685,16.27122,-15.07179,37832.78516,0.48426
259.34882,16.27121,-15.07182,37832.34375,0.49727
258.88776,16.2712,-15.07186,37831.88281,0.51075
258.43301,16.27118,-15.0719,37831.43359,0.524
257.98233,16.27117,-15.07194,37830.98438,0.5373
257.53397,16.27116,-15.07198,37830.51562,0.55057
257.09354,16.27114,-15.07203,37830.0625,0.56344
256.65762,16.27112,-15.07208,37829.60938,0.57629
256.22403,16.2711,-15.07213,37829.15234,0.58939
255.79353,16.27109,-15.07219,37828.6875,0.60267
255.36385,16.27107,-15.07224,37828.23047,0.61539
254.94153,16.27105,-15.0723,37827.77344,0.62841
254.52457,16.27103,-15.07236,37827.31641,0.64104
254.10768,16.27101,-15.07242,37826.86328,0.65381
253.69608,16.27098,-15.07249,37826.39844,0.66648
253.2888,16.27096,-15.07255,37825.94141,0.67914
252.88382,16.27094,-15.07262,37825.48438,0.69163
252.48044,16.27092,-15.07268,37825.01953,0.70432
252.08185,16.27089,-15.07275,37824.57031,0.71678
251.68456,16.27087,-15.07282,37824.10547,0.72911
251.29118,16.27085,-15.07288,37823.64844,0.74183
250.90338,16.27083,-15.07295,37823.20312,0.75423
250.5163,16.27081,-15.07301,37822.75781,0.76651
250.13416,16.27078,-15.07308,37822.30859,0.77895
249.75253,16.27076,-15.07314,37821.85938,0.79121
249.37592,16.27074,-15.07322,37821.39062,0.80339
249.0061,16.27072,-15.07328,37820.92578,0.81531
248.6329,16.27069,-15.07335,37820.45703,0.82762
248.2673,16.27067,-15.07341,37820.01562,0.83964
247.90424,16.27065,-15.07347,37819.56641,0.85169
247.54016,16.27062,-15.07354,37819.125,0.86527
247.17986,16.2706,-15.07363,37818.67969,0.87777
246.82492,16.27056,-15.07375,37818.23438,0.889
246.46735,16.2705,-15.0739,37817.78906,0.90005
246.11295,16.27045,-15.07406,37817.33984,0.9112
245.76134,16.2704,-15.07421,37816.89844,0.92265
245.41702,16.27035,-15.07436,37816.45312,0.93413
245.07506,16.27031,-15.07448,37815.99609,0.94574
244.73631,16.27027,-15.07459,37815.54297,0.95749
244.39697,16.27024,-15.07469,37815.07812,0.96915
244.06766,16.27021,-15.07478,37814.62109,0.98089
243.73494,16.27018,-15.07486,37814.16797,0.99247
243.40521,16.27015,-15.07494,37813.71094,1.00409
243.07727,16.27013,-15.07501,37813.24609,1.01564
242.75366,16.2701,-15.07508,37812.78906,1.02699
242.43387,16.27008,-15.07515,37812.34375,1.03823
242.11644,16.27006,-15.07522,37811.89453,1.04939
241.80104,16.27003,-15.07529,37811.42578,1.06047
241.50392,16.27001,-15.07535,37810.96875,1.07097
241.19426,16.26999,-15.07542,37810.52344,1.08228
240.88614,16.26997,-15.07548,37810.05469,1.09317
240.58087,16.26995,-15.07554,37809.61328,1.10446
240.27689,16.26993,-15.0756,37809.15625,1.11508
239.97842,16.26991,-15.07566,37808.92188,1.12588
239.67979,16.26989,-15.07572,37808.47656,1.13691
239.38556,16.26987,-15.07578,37808.01953,1.14774
239.09087,16.26985,-15.07583,37807.5625,1.15842
238.80255,16.26983,-15.07588,37807.10547,1.16893
238.51062,16.26981,-15.07594,37806.66406,1.17973
238.2227,16.26979,-15.076,37806.21875,1.19033
237.94058,16.26978,-15.07605,37805.76172,1.20085
237.65787,16.26976,-15.0761,37805.30469,1.21131
237.37669,16.26974,-15.07616,37804.83984,1.22169
237.09714,16.26972,-15.07621,37804.375,1.23231
236.82028,16.2697,-15.07626,37803.91016,1.24267
236.54782,16.26969,-15.07631,37803.46484,1.25308
236.27576,16.26967,-15.07636,37803.01953,1.26311
236.00734,16.26965,-15.07641,37802.57031,1.27338
235.73759,16.26963,-15.07647,37802.12891,1.28367
235.47198,16.26962,-15.07652,37801.68359,1.29369
235.20627,16.2696,-15.07657,37801.24219,1.30386
234.94458,16.26958,-15.07661,37800.79688,1.31411
234.68471,16.26957,-15.07666,37800.35547,1.32402
234.42508,16.26955,-15.07671,37799.91016,1.33413
234.16782,16.26954,-15.07675,37799.46875,1.34409
233.91251,16.26952,-15.07679,37799.01953,1.35432
233.66031,16.26951,-15.07684,37798.57812,1.36404
233.40915,16.26949,-15.07688,37798.13281,1.37382
233.16174,16.26948,-15.07692,37797.6875,1.38364
232.91527,16.26946,-15.07697,37797.24609,1.39321
232.66919,16.26945,-15.07701,37796.80078,1.40287
232.19858,16.26943,-15.07706,37796.40234,1.42462
231.6364,16.26946,-15.07698,37796.0625,1.44431
231.08418,16.2696,-15.07657,37795.72656,1.47378
230.54251,16.26983,-15.07588,37795.38672,1.50649
230.01132,16.27012,-15.07503,37795.05078,1.53779
229.47685,16.27043,-15.07413,37794.71484,1.56724
228.94962,16.27071,-15.0733,37794.37891,1.59328
228.41655,16.27095,-15.07257,37794.04297,1.61728
227.8819,16.27115,-15.07199,37793.70703,1.63978
227.35675,16.27131,-15.07153,37793.37109,1.6607
226.82333,16.27143,-15.07118,37793.03516,1.68202
226.2928,16.27152,-15.07092,37792.69531,1.70309
225.76204,16.27159,-15.07071,37792.35938,1.72495
225.23547,16.27164,-15.07054,37792.02734,1.74698
224.71025,16.27169,-15.0704,37791.69141,1.76984
224.18878,16.27174,-15.07027,37791.35547,1.79288
223.67094,16.27178,-15.07014,37791.01953,1.81611
223.15579,16.27182,-15.07003,37790.68359,1.83936
222.64473,16.27186,-15.06992,37790.34766,1.8627
222.13612,16.27189,-15.06982,37790.01172,1.88603
221.63004,16.27192,-15.06973,37789.67578,1.90959
221.13208,16.27195,-15.06966,37789.33984,1.93276
220.63051,16.27197,-15.06959,37789.00391,1.95608
220.13226,16.27199,-15.06954,37788.66797,1.97964
219.63503,16.272,-15.06949,37788.33203,2.00311
219.1394,16.27202,-15.06945,37787.99609,2.02687
218.64655,16.27203,-15.06942,37787.66016,2.05035
218.15776,16.27204,-15.06939,37787.32422,2.07411
217.67155,16.27205,-15.06937,37786.98828,2.09782
217.1875,16.27205,-15.06935,37786.65234,2.12135
216.70732,16.27205,-15.06934,37786.31641,2.14499
216.22701,16.27206,-15.06933,37785.98047,2.16886
215.75092,16.27206,-15.06932,37785.64453,2.19282
215.27669,16.27206,-15.06932,37785.3125,2.21663
214.80638,16.27206,-15.06932,37784.97656,2.24036
214.33702,16.27206,-15.06933,37784.64062,2.2642
213.87071,16.27206,-15.06933,37784.30469,2.28803
213.4048,16.27205,-15.06934,37783.96875,2.31217
212.94302,16.27205,-15.06935,37783.63672,2.33609
212.48357,16.27205,-15.06936,37783.30078,2.36029
212.02568,16.27204,-15.06937,37782.96484,2.38413
211.57314,16.27204,-15.06938,37782.62891,2.40822
211.12071,16.27203,-15.0694,37782.29297,2.43232
210.6693,16.27203,-15.06942,37781.95703,2.45605
210.22144,16.27202,-15.06944,37781.625,2.48059
209.77548,16.27201,-15.06945,37781.28906,2.50453
209.33234,16.27201,-15.06947,37780.95312,2.52883
208.89113,16.272,-15.06949,37780.61719,2.55309
208.45122,16.272,-15.06951,37780.28125,2.57764
208.01443,16.27199,-15.06952,37779.94531,2.60193
207.57822,16.27199,-15.06954,37779.60938,2.62616
207.145,16.27198,-15.06956,37779.27344,2.65065
206.67476,16.27197,-15.06957,37778.94141,2.68074
206.05402,16.27198,-15.06955,37778.65234,2.71255
205.42447,16.27205,-15.06934,37778.36719,2.75375
204.79626,16.27221,-15.06888,37778.08984,2.79922
204.17372,16.27243,-15.06823,37777.80859,2.84611
203.55252,16.27268,-15.0675,37777.52734,2.8916
202.9357,16.27293,-15.06676,37777.25,2.93477
202.31743,16.27316,-15.06608,37776.96875,2.97596
201.69717,16.27336,-15.0655,37776.6875,3.01482
201.07669,16.27352,-15.06501,37776.41016,3.05301
200.45618,16.27365,-15.06463,37776.12891,3.09043
199.83681,16.27376,-15.06432,37775.84375,3.12817
199.21577,16.27384,-15.06408,37775.56641,3.16585
198.59738,16.27391,-15.06388,37775.28516,3.20415
197.98047,16.27397,-15.06371,37775.00391,3.24354
197.36708,16.27402,-15.06355,37774.72656,3.2832
196.75226,16.27407,-15.0634,37774.44531,3.32358
196.14124,16.27412,-15.06326,37774.16797,3.36421
195.53183,16.27417,-15.06311,37773.88672,3.40551
194.93358,16.27422,-15.06297,37773.60547,3.44637
194.32666,16.27426,-15.06284,37773.32812,3.48835
193.72084,16.27431,-15.0627,37773.04688,3.53039
193.11768,16.27435,-15.06257,37772.76562,3.57305
192.5168,16.27439,-15.06245,37772.48828,3.61567
191.92088,16.27444,-15.06233,37772.20703,3.65783
191.32166,16.27448,-15.06221,37771.92578,3.70157
190.72566,16.27451,-15.0621,37771.64844,3.74492
292.12805,17.73529,-10.81867,37466.11328,-0.56787
291.39474,17.73591,-10.8169,37465.57422,-0.53058
