#a,b,type
:2016-07-04 223529000-0500:1.0,2.09788472542,1
:2016-07-04 223530000-0500:1.0,1.9856347975,1
:2016-07-04 223531000-0500:1.0,1.97690912507,1
:2016-07-04 223532000-0500:1.0,2.05227109142,1
:2016-07-04 223533000-0500:1.0,2.0381588538,1
:2016-07-04 223534000-0500:1.0,1.89027644952,1
:2016-07-04 223535000-0500:1.0,2.07123731234,1
:2016-07-04 223536000-0500:1.0,2.10640200875,1
:2016-07-04 223537000-0500:1.0,1.89948303402,1
:2016-07-04 223538000-0500:1.0,2.01180884018,1
:2016-07-04 223539000-0500:1.0,1.98720030697,1
:2016-07-04 223540000-0500:1.0,1.9213052429,1
:2016-07-04 223541000-0500:1.0,2.00096109027,1
:2016-07-04 223542000-0500:1.0,2.10177277494,1
:2016-07-04 223543000-0500:1.0,2.033444311,1
:2016-07-04 223544000-0500:1.0,2.07393725166,1
:2016-07-04 223545000-0500:1.0,2.10535765886,1
:2016-07-04 223546000-0500:1.0,2.22725467032,1
:2016-07-04 223547000-0500:1.0,1.8638998345,1
:2016-07-04 223548000-0500:1.0,2.12308525126,1
:2016-07-04 223549000-0500:1.0,2.03365144739,1
:2016-07-04 223550000-0500:1.0,2.08448666914,1
:2016-07-04 223551000-0500:1.0,2.05900849085,1
:2016-07-04 223552000-0500:1.0,1.94268135185,1
:2016-07-04 223553000-0500:1.0,1.97580901582,1
:2016-07-04 223554000-0500:1.0,2.1110602114,1
:2016-07-04 223555000-0500:1.0,2.04097850907,1
:2016-07-04 223556000-0500:1.0,2.02650884059,1
:2016-07-04 223557000-0500:1.0,1.97925119302,1
:2016-07-04 223558000-0500:1.0,1.94483640167,1
:2016-07-04 223559000-0500:1.0,2.01958982011,1
:2016-07-04 223600000-0500:1.0,2.30359227348,1
:2016-07-04 223601000-0500:1.0,2.07739834893,1
:2016-07-04 223602000-0500:1.0,2.31875480905,1
:2016-07-04 223603000-0500:1.0,2.0658439477,1
:2016-07-04 223604000-0500:1.0,2.09236428804,1
:2016-07-04 223605000-0500:1.0,1.86195647695,1
:2016-07-04 223606000-0500:1.0,1.91839704528,1
:2016-07-04 223607000-0500:1.0,2.08552590375,1
:2016-07-04 223608000-0500:1.0,2.03213499769,1
:2016-07-04 223609000-0500:1.0,2.04183844279,1
:2016-07-04 223610000-0500:1.0,1.94598410237,1
:2016-07-04 223611000-0500:1.0,1.83291996815,1
:2016-07-04 223612000-0500:1.0,1.97422021933,1
:2016-07-04 223613000-0500:1.0,2.16509247996,1
:2016-07-04 223614000-0500:1.0,2.04458663744,1
:2016-07-04 223615000-0500:1.0,1.95077600006,1
:2016-07-04 223616000-0500:1.0,1.94928543678,1
:2016-07-04 223617000-0500:1.0,1.93341130053,1
:2016-07-04 223618000-0500:1.0,2.13863930512,1
:2016-07-04 223619000-0500:1.0,1.89689923623,1
:2016-07-04 223620000-0500:1.0,1.91716901801,1
:2016-07-04 223621000-0500:1.0,2.02518643221,1
:2016-07-04 223622000-0500:1.0,1.86191446754,1
:2016-07-04 223623000-0500:1.0,2.03711992016,1
:2016-07-04 223624000-0500:1.0,2.16129757474,1
:2016-07-04 223625000-0500:1.0,1.98354958232,1
:2016-07-04 223626000-0500:1.0,2.04162484263,1
:2016-07-04 223627000-0500:1.0,1.81963587018,1
:2016-07-04 223628000-0500:1.0,2.05165568193,1
:2016-07-04 223629000-0500:1.0,1.80583274215,1
:2016-07-04 223630000-0500:1.0,2.01453604423,1
:2016-07-04 223631000-0500:1.0,2.03273103485,1
:2016-07-04 223632000-0500:1.0,2.07490057653,1
:2016-07-04 223633000-0500:1.0,1.99030496099,1
:2016-07-04 223634000-0500:1.0,2.05542067813,1
:2016-07-04 223635000-0500:1.0,2.04931310151,1
:2016-07-04 223636000-0500:1.0,1.98121600021,1
:2016-07-04 223637000-0500:1.0,2.10560370301,1
:2016-07-04 223638000-0500:1.0,2.23485518409,1
:2016-07-04 223639000-0500:1.0,2.10893436697,1
:2016-07-04 223640000-0500:1.0,1.97607245814,1
:2016-07-04 223641000-0500:1.0,1.72058824842,1
:2016-07-04 223642000-0500:1.0,2.0059049821,1
:2016-07-04 223643000-0500:1.0,2.04723385751,1
:2016-07-04 223644000-0500:1.0,2.18595857787,1
:2016-07-04 223645000-0500:1.0,1.92615111634,1
:2016-07-04 223646000-0500:1.0,1.94658182271,1
:2016-07-04 223647000-0500:1.0,1.87863114967,1
:2016-07-04 223648000-0500:1.0,2.01957175051,1
:2016-07-04 223649000-0500:1.0,1.94317217294,1
:2016-07-04 223650000-0500:1.0,1.94766967364,1
:2016-07-04 223651000-0500:1.0,1.86078853181,1
:2016-07-04 223652000-0500:1.0,1.92664798734,1
:2016-07-04 223653000-0500:1.0,1.98412635642,1
:2016-07-04 223654000-0500:1.0,1.84446678176,1
:2016-07-04 223655000-0500:1.0,1.88990083797,1
:2016-07-04 223656000-0500:1.0,1.98421990503,1
:2016-07-04 223657000-0500:1.0,2.17326941604,1
:2016-07-04 223658000-0500:1.0,2.0336163512,1
:2016-07-04 223659000-0500:1.0,2.1256849852,1
:2016-07-04 223700000-0500:1.0,1.8452643879,1
:2016-07-04 223701000-0500:1.0,1.94883736872,1
:2016-07-04 223702000-0500:1.0,2.08565855996,1
:2016-07-04 223703000-0500:1.0,2.09960731974,1
:2016-07-04 223704000-0500:1.0,2.01532599519,1
:2016-07-04 223705000-0500:1.0,2.03714122907,1
:2016-07-04 223706000-0500:1.0,2.17715585412,1
:2016-07-04 223707000-0500:1.0,1.98739064622,1
:2016-07-04 223708000-0500:1.0,2.08345728467,1
:2016-07-04 223709000-0500:1.0,1.91951567866,1
:2016-07-04 223710000-0500:1.0,2.07450346546,1
:2016-07-04 223711000-0500:1.0,2.05385692945,1
:2016-07-04 223712000-0500:1.0,2.01932364134,1
:2016-07-04 223713000-0500:1.0,2.06795892865,1
:2016-07-04 223714000-0500:1.0,1.95674428549,1
:2016-07-04 223715000-0500:1.0,2.06342388778,1
:2016-07-04 223716000-0500:1.0,2.0662892426,1
:2016-07-04 223717000-0500:1.0,2.12312576895,1
:2016-07-04 223718000-0500:1.0,1.94414139765,1
:2016-07-04 223719000-0500:1.0,2.18608775417,1
:2016-07-04 223720000-0500:1.0,2.02683110477,1
:2016-07-04 223721000-0500:1.0,1.91338097839,1
:2016-07-04 223722000-0500:1.0,1.90101199428,1
:2016-07-04 223723000-0500:1.0,1.98145152127,1
:2016-07-04 223724000-0500:1.0,2.04314159028,1
:2016-07-04 223725000-0500:1.0,2.21781704912,1
:2016-07-04 223726000-0500:1.0,1.84043665093,1
:2016-07-04 223727000-0500:1.0,2.00866363499,1
:2016-07-04 223728000-0500:1.0,1.97844767479,1
:2016-07-04 223729000-0500:1.0,2.2158202733,1
:2016-07-04 223730000-0500:1.0,2.10042175671,1
:2016-07-04 223731000-0500:1.0,2.09651694467,1
:2016-07-04 223732000-0500:1.0,1.93857165224,1
:2016-07-04 223733000-0500:1.0,1.98344941831,1
:2016-07-04 223734000-0500:1.0,1.91814595071,1
:2016-07-04 223735000-0500:1.0,2.1341730123,1
:2016-07-04 223736000-0500:1.0,1.92895246869,1
:2016-07-04 223737000-0500:1.0,1.87774324457,1
:2016-07-04 223738000-0500:1.0,1.92368516542,1
:2016-07-04 223739000-0500:1.0,2.1950821767,1
:2016-07-04 223740000-0500:1.0,2.01176112663,1
:2016-07-04 223741000-0500:1.0,2.01186853251,1
:2016-07-04 223742000-0500:1.0,2.08069607996,1
:2016-07-04 223743000-0500:1.0,2.22410026454,1
:2016-07-04 223744000-0500:1.0,1.89163608711,1
:2016-07-04 223745000-0500:1.0,2.09060424741,1
:2016-07-04 223746000-0500:1.0,2.01836299008,1
:2016-07-04 223747000-0500:1.0,1.99968681477,1
:2016-07-04 223748000-0500:1.0,2.1411499628,1
:2016-07-04 223749000-0500:1.0,1.84549447908,1
:2016-07-04 223750000-0500:1.0,2.08656865455,1
:2016-07-04 223751000-0500:1.0,2.16004807636,1
:2016-07-04 223752000-0500:1.0,2.02172934079,1
:2016-07-04 223753000-0500:1.0,2.13517003512,1
:2016-07-04 223754000-0500:1.0,1.97697935343,1
:2016-07-04 223755000-0500:1.0,1.90358529873,1
:2016-07-04 223756000-0500:1.0,1.87509631785,1
:2016-07-04 223757000-0500:1.0,1.9024980191,1
:2016-07-04 223758000-0500:1.0,1.88140022452,1
:2016-07-04 223759000-0500:1.0,2.10746644133,1
:2016-07-04 223800000-0500:1.0,2.06754161282,1
:2016-07-04 223801000-0500:1.0,1.88182487778,1
:2016-07-04 223802000-0500:1.0,1.91314598058,1
:2016-07-04 223803000-0500:1.0,2.00345995631,1
:2016-07-04 223804000-0500:1.0,1.87379255829,1
:2016-07-04 223805000-0500:1.0,1.92093667414,1
:2016-07-04 223806000-0500:1.0,2.05794695728,1
:2016-07-04 223807000-0500:1.0,1.9170257069,1
:2016-07-04 223808000-0500:1.0,2.02455900422,1
:2016-07-04 223809000-0500:1.0,1.87820622948,1
:2016-07-04 223810000-0500:1.0,2.07948844921,1
:2016-07-04 223811000-0500:1.0,2.01575267553,1
:2016-07-04 223812000-0500:1.0,2.00057248989,1
:2016-07-04 223813000-0500:1.0,2.15941692292,1
:2016-07-04 223814000-0500:1.0,1.97526051391,1
:2016-07-04 223815000-0500:1.0,2.11485467894,1
:2016-07-04 223816000-0500:1.0,1.95465223229,1
:2016-07-04 223817000-0500:1.0,2.12091737215,1
:2016-07-04 223818000-0500:1.0,2.17005262587,1
:2016-07-04 223819000-0500:1.0,1.99358313185,1
:2016-07-04 223820000-0500:1.0,2.16216158108,1
:2016-07-04 223821000-0500:1.0,2.13033812197,1
:2016-07-04 223822000-0500:1.0,1.92570499283,1
:2016-07-04 223823000-0500:1.0,2.00871147454,1
:2016-07-04 223824000-0500:1.0,1.9084507889,1
:2016-07-04 223825000-0500:1.0,1.97277023869,1
:2016-07-04 223826000-0500:1.0,1.97351047747,1
:2016-07-04 223827000-0500:1.0,2.02873129909,1
:2016-07-04 223828000-0500:1.0,1.94721913606,1
:2016-07-04 223829000-0500:1.0,1.9054237507,1
:2016-07-04 223830000-0500:1.0,2.33256980854,1
:2016-07-04 223831000-0500:1.0,1.97458265734,1
:2016-07-04 223832000-0500:1.0,1.93799617618,1
:2016-07-04 223833000-0500:1.0,1.94540437039,1
:2016-07-04 223834000-0500:1.0,1.94426513141,1
:2016-07-04 223835000-0500:1.0,2.02009662791,1
:2016-07-04 223836000-0500:1.0,1.92847291259,1
:2016-07-04 223837000-0500:1.0,2.0692012587,1
:2016-07-04 223838000-0500:1.0,2.18904782271,1
:2016-07-04 223839000-0500:1.0,2.01234226695,1
:2016-07-04 223840000-0500:1.0,2.08077440563,1
:2016-07-04 223841000-0500:1.0,2.17697034213,1
:2016-07-04 223842000-0500:1.0,1.97774682729,1
:2016-07-04 223843000-0500:1.0,2.14706139143,1
:2016-07-04 223844000-0500:1.0,1.84263949359,1
:2016-07-04 223845000-0500:1.0,2.07094249179,1
:2016-07-04 223846000-0500:1.0,2.1031375344,1
:2016-07-04 223847000-0500:1.0,2.04079795249,1
:2016-07-04 223848000-0500:1.0,2.06367079212,1
:2016-07-04 223849000-0500:1.0,1.99656118336,1
:2016-07-04 223850000-0500:1.0,2.05214714773,1
:2016-07-04 223851000-0500:1.0,2.07801189539,1
:2016-07-04 223852000-0500:1.0,2.05533184521,1
:2016-07-04 223853000-0500:1.0,1.96241526552,1
:2016-07-04 223854000-0500:1.0,1.97158224765,1
:2016-07-04 223855000-0500:1.0,2.07331789944,1
:2016-07-04 223856000-0500:1.0,2.11469330936,1
:2016-07-04 223857000-0500:1.0,1.89625958501,1
:2016-07-04 223858000-0500:1.0,2.02327625624,1
:2016-07-04 223859000-0500:1.0,1.94394846406,1
:2016-07-04 223900000-0500:1.0,1.82757343968,1
:2016-07-04 223901000-0500:1.0,1.78789436055,1
:2016-07-04 223902000-0500:1.0,1.98242632593,1
:2016-07-04 223903000-0500:1.0,1.94659109482,1
:2016-07-04 223904000-0500:1.0,2.04786556875,1
:2016-07-04 223905000-0500:1.0,2.00079672161,1
:2016-07-04 223906000-0500:1.0,1.95969077225,1
:2016-07-04 223907000-0500:1.0,2.10834682243,1
:2016-07-04 223908000-0500:1.0,1.90631145091,1
:2016-07-04 223909000-0500:1.0,2.09465231848,1
:2016-07-04 223910000-0500:1.0,1.9693130343,1
:2016-07-04 223911000-0500:1.0,2.0144056028,1
:2016-07-04 223912000-0500:1.0,1.87297147987,1
:2016-07-04 223913000-0500:1.0,1.9926320869,1
:2016-07-04 223914000-0500:1.0,2.1985436593,1
:2016-07-04 223915000-0500:1.0,1.97712405313,1
:2016-07-04 223916000-0500:1.0,2.01756133162,1
:2016-07-04 223917000-0500:1.0,1.96583808311,1
:2016-07-04 223918000-0500:1.0,2.04505223885,1
:2016-07-04 223919000-0500:1.0,2.05475445096,1
:2016-07-04 223920000-0500:1.0,1.87999918413,1
:2016-07-04 223921000-0500:1.0,1.85507638805,1
:2016-07-04 223922000-0500:1.0,1.92761944388,1
:2016-07-04 223923000-0500:1.0,2.10061850135,1
:2016-07-04 223924000-0500:1.0,1.91969134846,1
:2016-07-04 223925000-0500:1.0,2.09344232111,1
:2016-07-04 223926000-0500:1.0,2.00720937691,1
:2016-07-04 223927000-0500:1.0,2.16092065379,1
:2016-07-04 223928000-0500:1.0,2.04510676823,1
:2016-07-04 223929000-0500:1.0,1.91636943886,1
:2016-07-04 223930000-0500:1.0,1.94982317012,1
:2016-07-04 223931000-0500:1.0,1.98323254845,1
:2016-07-04 223932000-0500:1.0,2.05611671174,1
:2016-07-04 223933000-0500:1.0,2.17738191865,1
:2016-07-04 223934000-0500:1.0,1.9334533764,1
:2016-07-04 223935000-0500:1.0,2.05140366212,1
:2016-07-04 223936000-0500:1.0,2.13205974244,1
:2016-07-04 223937000-0500:1.0,2.01451285306,1
:2016-07-04 223938000-0500:1.0,2.29662009795,1
:2016-07-04 223939000-0500:1.0,2.05384220273,1
:2016-07-04 223940000-0500:1.0,2.01968393215,1
:2016-07-04 223941000-0500:1.0,2.07847367399,1
:2016-07-04 223942000-0500:1.0,1.89988994134,1
:2016-07-04 223943000-0500:1.0,2.01531193017,1
:2016-07-04 223944000-0500:1.0,2.19914642162,1
:2016-07-04 223945000-0500:1.0,1.88594508307,1
:2016-07-04 223946000-0500:1.0,2.15000041258,1
:2016-07-04 223947000-0500:1.0,1.86851725832,1
:2016-07-04 223948000-0500:1.0,2.04271940804,1
:2016-07-04 223949000-0500:1.0,1.94942512393,1
:2016-07-04 223950000-0500:1.0,1.73046617169,1
:2016-07-04 223951000-0500:1.0,1.97900846842,1
:2016-07-04 223952000-0500:1.0,1.84210118851,1
:2016-07-04 223953000-0500:1.0,1.69252835526,1
:2016-07-04 223954000-0500:1.0,1.96986497497,1
:2016-07-04 223955000-0500:1.0,1.97207746987,1
:2016-07-04 223956000-0500:1.0,1.96001987,1
:2016-07-04 223957000-0500:1.0,1.89152007866,1
:2016-07-04 223958000-0500:1.0,2.08990303058,1
:2016-07-04 223959000-0500:1.0,2.08134454214,1
:2016-07-04 224000000-0500:1.0,1.97678672963,1
:2016-07-04 224001000-0500:1.0,2.0504203286,1
:2016-07-04 224002000-0500:1.0,1.97900830341,1
:2016-07-04 224003000-0500:1.0,2.12915216893,1
:2016-07-04 224004000-0500:1.0,2.06737890717,1
:2016-07-04 224005000-0500:1.0,1.95646214356,1
:2016-07-04 224006000-0500:1.0,2.08963110567,1
:2016-07-04 224007000-0500:1.0,1.99927654876,1
:2016-07-04 224008000-0500:1.0,1.98593109286,1
:2016-07-04 224009000-0500:1.0,1.92770745883,1
:2016-07-04 224010000-0500:1.0,1.90533234175,1
:2016-07-04 224011000-0500:1.0,1.85103859927,1
:2016-07-04 224012000-0500:1.0,1.96813599187,1
:2016-07-04 224013000-0500:1.0,2.05208208565,1
:2016-07-04 224014000-0500:1.0,1.99991698045,1
:2016-07-04 224015000-0500:1.0,2.09875739691,1
:2016-07-04 224016000-0500:1.0,1.71276364609,1
:2016-07-04 224017000-0500:1.0,2.10301298834,1
:2016-07-04 224018000-0500:1.0,2.17601915065,1
:2016-07-04 224019000-0500:1.0,2.17202080579,1
:2016-07-04 224020000-0500:1.0,2.00714008795,1
:2016-07-04 224021000-0500:1.0,1.99366688084,1
:2016-07-04 224022000-0500:1.0,2.18036198896,1
:2016-07-04 224023000-0500:1.0,1.90355824641,1
:2016-07-04 224024000-0500:1.0,1.85173769752,1
:2016-07-04 224025000-0500:1.0,1.93900386631,1
:2016-07-04 224026000-0500:1.0,2.05280359682,1
:2016-07-04 224027000-0500:1.0,2.1414099289,1
:2016-07-04 224028000-0500:1.0,2.1087553663,1
:2016-07-04 224029000-0500:1.0,1.93274847812,1
:2016-07-04 224030000-0500:1.0,1.92385516394,1
:2016-07-04 224031000-0500:1.0,1.98584789982,1
:2016-07-04 224032000-0500:1.0,2.07035810015,1
:2016-07-04 224033000-0500:1.0,1.85511265468,1
:2016-07-04 224034000-0500:1.0,1.79377802393,1
:2016-07-04 224035000-0500:1.0,2.02399086866,1
:2016-07-04 224036000-0500:1.0,2.041155723,1
:2016-07-04 224037000-0500:1.0,2.16782650238,1
:2016-07-04 224038000-0500:1.0,2.07048237387,1
:2016-07-04 224039000-0500:1.0,2.02476434055,1
:2016-07-04 224040000-0500:1.0,2.04957150799,1
:2016-07-04 224041000-0500:1.0,2.04946817892,1
:2016-07-04 224042000-0500:1.0,2.0160690719,1
:2016-07-04 224043000-0500:1.0,1.93872401987,1
:2016-07-04 224044000-0500:1.0,1.96337464114,1
:2016-07-04 224045000-0500:1.0,2.06635222499,1
:2016-07-04 224046000-0500:1.0,2.0610837785,1
:2016-07-04 224047000-0500:1.0,1.96461554513,1
:2016-07-04 224048000-0500:1.0,1.98249513238,1
:2016-07-04 224049000-0500:1.0,2.23398949393,1
:2016-07-04 224050000-0500:1.0,2.18629201807,1
:2016-07-04 224051000-0500:1.0,2.01498248854,1
:2016-07-04 224052000-0500:1.0,1.9725191031,1
:2016-07-04 224053000-0500:1.0,1.95789836394,1
:2016-07-04 224054000-0500:1.0,2.02895077557,1
:2016-07-04 224055000-0500:1.0,2.18823232348,1
:2016-07-04 224056000-0500:1.0,1.91101187306,1
:2016-07-04 224057000-0500:1.0,1.9083744445,1
:2016-07-04 224058000-0500:1.0,1.97249063811,1
:2016-07-04 224059000-0500:1.0,1.81746890032,1
:2016-07-04 224100000-0500:1.0,1.86979996771,1
:2016-07-04 224101000-0500:1.0,1.98006629477,1
:2016-07-04 224102000-0500:1.0,1.87080100177,1
:2016-07-04 224103000-0500:1.0,1.9796432885,1
:2016-07-04 224104000-0500:1.0,2.11542958093,1
:2016-07-04 224105000-0500:1.0,2.01883509991,1
:2016-07-04 224106000-0500:1.0,1.96407659159,1
:2016-07-04 224107000-0500:1.0,2.03574238828,1
:2016-07-04 224108000-0500:1.0,1.93500558806,1
:2016-07-04 224109000-0500:1.0,1.92713743589,1
:2016-07-04 224110000-0500:1.0,1.75310578533,1
:2016-07-04 224111000-0500:1.0,2.18311253634,1
:2016-07-04 224112000-0500:1.0,2.00542238531,1
:2016-07-04 224113000-0500:1.0,1.89570709331,1
:2016-07-04 224114000-0500:1.0,2.13416903185,1
:2016-07-04 224115000-0500:1.0,2.05382305806,1
:2016-07-04 224116000-0500:1.0,2.03775227305,1
:2016-07-04 224117000-0500:1.0,2.0078302462,1
:2016-07-04 224118000-0500:1.0,1.87634527944,1
:2016-07-04 224119000-0500:1.0,2.07319640626,1
:2016-07-04 224120000-0500:1.0,2.12633642968,1
:2016-07-04 224121000-0500:1.0,1.99545164166,1
:2016-07-04 224122000-0500:1.0,1.88366415031,1
:2016-07-04 224123000-0500:1.0,1.99164795663,1
:2016-07-04 224124000-0500:1.0,2.00332965395,1
:2016-07-04 224125000-0500:1.0,2.15835474499,1
:2016-07-04 224126000-0500:1.0,1.96722502809,1
:2016-07-04 224127000-0500:1.0,1.85776119186,1
:2016-07-04 224128000-0500:1.0,2.06358061247,1
:2016-07-04 224129000-0500:1.0,1.95456797134,1
:2016-07-04 224130000-0500:1.0,1.88781967561,1
:2016-07-04 224131000-0500:1.0,1.99240302972,1
:2016-07-04 224132000-0500:1.0,1.92024820028,1
:2016-07-04 224133000-0500:1.0,2.07875291288,1
:2016-07-04 224134000-0500:1.0,1.91500587113,1
:2016-07-04 224135000-0500:1.0,2.00026203703,1
:2016-07-04 224136000-0500:1.0,2.10969324112,1
:2016-07-04 224137000-0500:1.0,1.93552325116,1
:2016-07-04 224138000-0500:1.0,2.0662093613,1
:2016-07-04 224139000-0500:1.0,2.09331979429,1
:2016-07-04 224140000-0500:1.0,2.1656887555,1
:2016-07-04 224141000-0500:1.0,2.22044284452,1
:2016-07-04 224142000-0500:1.0,1.95952191488,1
:2016-07-04 224143000-0500:1.0,1.79289008606,1
:2016-07-04 224144000-0500:1.0,1.81876504444,1
:2016-07-04 224145000-0500:1.0,1.82847119809,1
:2016-07-04 224146000-0500:1.0,1.94057240425,1
:2016-07-04 224147000-0500:1.0,1.84946370678,1
:2016-07-04 224148000-0500:1.0,1.98767009196,1
:2016-07-04 224149000-0500:1.0,2.03285315412,1
:2016-07-04 224150000-0500:1.0,1.92224185726,1
:2016-07-04 224151000-0500:1.0,2.15582729198,1
:2016-07-04 224152000-0500:1.0,1.80866469503,1
:2016-07-04 224153000-0500:1.0,1.90241321296,1
:2016-07-04 224154000-0500:1.0,2.00737774201,1
:2016-07-04 224155000-0500:1.0,1.79245117287,1
:2016-07-04 224156000-0500:1.0,1.89930284745,1
:2016-07-04 224157000-0500:1.0,1.72805909282,1
:2016-07-04 224158000-0500:1.0,1.87383122277,1
:2016-07-04 224159000-0500:1.0,1.96953342185,1
:2016-07-04 224200000-0500:1.0,1.94577962639,1
:2016-07-04 224201000-0500:1.0,2.25881051043,1
:2016-07-04 224202000-0500:1.0,1.90584468543,1
:2016-07-04 224203000-0500:1.0,1.91209230584,1
:2016-07-04 224204000-0500:1.0,1.95441646889,1
:2016-07-04 224205000-0500:1.0,1.80034997084,1
:2016-07-04 224206000-0500:1.0,1.90052915632,1
:2016-07-04 224207000-0500:1.0,1.96814570895,1
:2016-07-04 224208000-0500:1.0,1.86762156526,1
:2016-07-04 224209000-0500:1.0,1.96394179963,1
:2016-07-04 224210000-0500:1.0,2.04801504902,1
:2016-07-04 224211000-0500:1.0,2.07416310553,1
:2016-07-04 224212000-0500:1.0,2.05773136275,1
:2016-07-04 224213000-0500:1.0,1.77674454135,1
:2016-07-04 224214000-0500:1.0,1.79258755647,1
:2016-07-04 224215000-0500:1.0,1.96054583472,1
:2016-07-04 224216000-0500:1.0,1.99498514868,1
:2016-07-04 224217000-0500:1.0,2.06896748872,1
:2016-07-04 224218000-0500:1.0,2.19341521909,1
:2016-07-04 224219000-0500:1.0,1.8979031451,1
:2016-07-04 224220000-0500:1.0,2.19032584662,1
:2016-07-04 224221000-0500:1.0,1.82442771482,1
:2016-07-04 224222000-0500:1.0,2.06276684133,1
:2016-07-04 224223000-0500:1.0,1.94526707358,1
:2016-07-04 224224000-0500:1.0,1.94925218739,1
:2016-07-04 224225000-0500:1.0,1.89962208887,1
:2016-07-04 224226000-0500:1.0,2.00313415532,1
:2016-07-04 224227000-0500:1.0,2.02418246134,1
:2016-07-04 224228000-0500:1.0,2.12921371802,1
:2016-07-04 224229000-0500:1.0,2.09377712701,1
:2016-07-04 224230000-0500:1.0,2.02194008556,1
:2016-07-04 224231000-0500:1.0,2.11161371287,1
:2016-07-04 224232000-0500:1.0,1.81263197561,1
:2016-07-04 224233000-0500:1.0,2.05109434964,1
:2016-07-04 224234000-0500:1.0,2.12713295845,1
:2016-07-04 224235000-0500:1.0,2.04600867953,1
:2016-07-04 224236000-0500:1.0,1.90734254433,1
:2016-07-04 224237000-0500:1.0,1.99398584415,1
:2016-07-04 224238000-0500:1.0,2.01996594429,1
:2016-07-04 224239000-0500:1.0,2.05784760542,1
:2016-07-04 224240000-0500:1.0,1.84874173584,1
:2016-07-04 224241000-0500:1.0,1.93488001089,1
:2016-07-04 224242000-0500:1.0,2.0564905831,1
:2016-07-04 224243000-0500:1.0,1.90893535437,1
:2016-07-04 224244000-0500:1.0,1.84602901616,1
:2016-07-04 224245000-0500:1.0,1.98240809736,1
:2016-07-04 224246000-0500:1.0,1.96819271495,1
:2016-07-04 224247000-0500:1.0,2.1355814096,1
:2016-07-04 224248000-0500:1.0,1.80588977099,1
:2016-07-04 224249000-0500:1.0,2.10806766475,1
:2016-07-04 224250000-0500:1.0,1.88420800601,1
:2016-07-04 224251000-0500:1.0,1.98874165395,1
:2016-07-04 224252000-0500:1.0,2.03383774731,1
:2016-07-04 224253000-0500:1.0,1.91053756383,1
:2016-07-04 224254000-0500:1.0,2.0493993106,1
:2016-07-04 224255000-0500:1.0,2.07773560544,1
:2016-07-04 224256000-0500:1.0,2.04373666478,1
:2016-07-04 224257000-0500:1.0,1.86682088389,1
:2016-07-04 224258000-0500:1.0,2.00612747805,1
:2016-07-04 224259000-0500:1.0,1.88634613948,1
:2016-07-04 224300000-0500:1.0,2.01695696648,1
:2016-07-04 224301000-0500:1.0,1.90240031794,1
:2016-07-04 224302000-0500:1.0,1.91995527009,1
:2016-07-04 224303000-0500:1.0,2.106573554,1
:2016-07-04 224304000-0500:1.0,1.9222093964,1
:2016-07-04 224305000-0500:1.0,1.98198731314,1
:2016-07-04 224306000-0500:1.0,1.96373669135,1
:2016-07-04 224307000-0500:1.0,2.04387019842,1
:2016-07-04 224308000-0500:1.0,2.19040494716,1
:2016-07-04 224309000-0500:1.0,1.93685381069,1
:2016-07-04 224310000-0500:1.0,2.100238602,1
:2016-07-04 224311000-0500:1.0,1.91781890263,1
:2016-07-04 224312000-0500:1.0,2.1139053482,1
:2016-07-04 224313000-0500:1.0,1.71395991095,1
:2016-07-04 224314000-0500:1.0,2.1110452882,1
:2016-07-04 224315000-0500:1.0,2.05823033862,1
:2016-07-04 224316000-0500:1.0,1.97309953465,1
:2016-07-04 224317000-0500:1.0,1.97313311467,1
:2016-07-04 224318000-0500:1.0,1.99318624748,1
:2016-07-04 224319000-0500:1.0,2.18547301546,1
:2016-07-04 224320000-0500:1.0,2.00251725806,1
:2016-07-04 224321000-0500:1.0,2.13518216207,1
:2016-07-04 224322000-0500:1.0,1.97502835168,1
:2016-07-04 224323000-0500:1.0,2.1632267668,1
:2016-07-04 224324000-0500:1.0,1.92138595663,1
:2016-07-04 224325000-0500:1.0,1.83429224741,1
:2016-07-04 224326000-0500:1.0,2.00221975596,1
:2016-07-04 224327000-0500:1.0,1.92607773298,1
:2016-07-04 224328000-0500:1.0,2.02408732164,1
:2016-07-04 224329000-0500:1.0,2.08372634512,1
:2016-07-04 224330000-0500:1.0,1.99422113651,1
:2016-07-04 224331000-0500:1.0,2.02706774653,1
:2016-07-04 224332000-0500:1.0,2.03334974489,1
:2016-07-04 224333000-0500:1.0,2.09399173925,1
:2016-07-04 224334000-0500:1.0,1.89755408318,1
:2016-07-04 224335000-0500:1.0,2.10138271404,1
:2016-07-04 224336000-0500:1.0,1.88183287738,1
:2016-07-04 224337000-0500:1.0,2.0823450258,1
:2016-07-04 224338000-0500:1.0,1.91965169007,1
:2016-07-04 224339000-0500:1.0,1.99150851166,1
:2016-07-04 224340000-0500:1.0,2.12899273127,1
:2016-07-04 224341000-0500:1.0,1.93403794616,1
:2016-07-04 224342000-0500:1.0,2.03854280502,1
:2016-07-04 224343000-0500:1.0,1.84207696473,1
:2016-07-04 224344000-0500:1.0,1.85628427502,1
:2016-07-04 224345000-0500:1.0,2.13454807062,1
:2016-07-04 224346000-0500:1.0,1.90865490258,1
:2016-07-04 224347000-0500:1.0,1.95236726377,1
